Job Title,Experience,Company,Scraped data,Salary,Location,Tags,Posted date
Physical Design Engineer,1-3 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['vlsi', 'soc', 'pdf', 'packaging', 'physical', 'design', 'sm', 'semiconductor']",30+ Days Ago
"SOC Design Engineer - Physical Design, Intel",3-8 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['backend', 'sm', 'timing analysis', 'crm', 'timing', 'physical', 'analysis', 'static']",30+ Days Ago
"Physical Design Engineer ( Automatic Placement and Route), Intel",3-8 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['python', 'sm', 'physical', 'crm', 'physical design', 'cad', 'sms', 'soc']",30+ Days Ago
Physical Design Engineer,3-8 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['design', 'physical', 'graphics', 'crm', 'perl', 'san', 'vlsi', 'networking']",30+ Days Ago
Physical Design - Engineer,1-3 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Chennai,"['engineering', 'timing', 'san', 'physical design', 'physical verification', 'crm', 'physical', 'design']",30+ Days Ago
"Physical Design Engineer, Synopsys",5-10 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['synopsys', 'sm', 'physical', 'crm', 'asic', 'physical design', 'cad', 'sms']",30+ Days Ago
"Principal Engineer - Analog Design, Microchip",12-20 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['soc', 'san', 'power management', 'sm', 'analytical', 'analog', 'analytics', 'macros']",30+ Days Ago
"Principal Engineer - Analog Design, Microchip",5-10 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['soc', 'san', 'silicon validation', 'sm', 'data validation', 'analog', 'silicon', 'cad']",30+ Days Ago
"VLSI Expert Private Limited - Analog Design Engr, I",12-20 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Noida,"['analog design', 'front', 'mixed signal', 'vlsi', 'soc', 'simulation', 'front end', 'end']",30+ Days Ago
"Analog Design Engr, I",1-3 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Noida,"['front end', 'analog design', 'san', 'crm', 'chip design', 'simulation', 'design', 'front']",30+ Days Ago
"SOC Design Verification Engineer, Qualcomm",5-10 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['system verilog', 'soc', 'vlsi', 'debugging', 'verilog', 'crm', 'verification', 'perl']",10 Days Ago
"SOC Design Verification Sr Engineer, Qualcomm",5-10 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['soc', 'san', 'verification', 'debugging', 'soc verification', 'system', 'perl', 'system verilog']",30+ Days Ago
Asic Design Verification -Sr Lead Engineer,8-13 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['design', 'virtualization', 'asic design', 'crm', 'san', 'verification', 'vlsi', 'leadership']",30+ Days Ago
"Design Verification Lead Engineer, Intel",8-13 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['soc', 'san', 'sm', 'verification', 'design engineering', 'coding', 'design verification', 'fpga']",30+ Days Ago
SOC Design Verification Staff Engineer,5-10 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['c++', 'verilog', 'vlsi', 'system', 'soc design', 'system verilog', 'debugging', 'design verification']",16 Days Ago
Design Verification Engineer,5-10 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['debugging', 'ethernet', 'verilog', 'c++', 'design verification', 'system verilog', 'crm', 'soc']",30+ Days Ago
Asic Design Verification -Staff Engineer,8-13 Yrs,Vlsi Expert,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['virtualization', 'crm', 'san', 'soc', 'vlsi', 'design verification', 'system verilog', 'sm']",30+ Days Ago
Mainframe PL 1 Developer,9-12 Yrs,Capgemini,07/04/2023,Not disclosed,Chennai,"['Career development', 'Change management', 'Interpersonal skills', 'Performance management', 'Business case', 'development', 'unit', 'mainframes']",2 Days Ago
Mainframe PL/I Developer,6-9 Yrs,Capgemini,07/04/2023,Not disclosed,Pune,"['Java', 'JCL', 'Cobol', 'CICS', 'Application development', 'development', 'unit', 'mainframes']",2 Days Ago
Senior Software Engineer - Mainframe,4-7 Yrs,Danske IT Support Services India Pvt Ltd.,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['ibm rational', 'system testing', 'cics', 'dbms', 'system', 'rational team concert', 'maintenance', 'rational']",1 Day Ago
Mainframe Developer,4-6 Yrs,Capgemini,07/04/2023,Not disclosed,Pune,"['Mainframe', 'technical', 'vsam', 'cobol', 'planning', 'technical design', 'dbms', 'system']",3 Days Ago
Senior Mainframe developer,4-8 Yrs,Danske IT Support Services India Pvt Ltd.,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['analytical', 'cobol', 'development', 'senior', 'analytics', 'dbms', 'cics', 'mainframes']",1 Day Ago
Mainframe Developer,10-20 Yrs,Quinnox,07/04/2023,12-22 Lacs PA,"Hybrid - Bangalore/Bengaluru, Mumbai (All Areas)","['Mainframes', 'development', 'cics', 'mainframe production support', 'jcl', 'vsam', 'cobol']",2 Days Ago
Mainframe Developer,5-10 Yrs,Black And White Business Solutions,07/04/2023,8.5-18.5 Lacs PA,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['mainframes', 'JCL', 'cobol', 'ims db', 'development', 'db', 'mainframe production support', 'ims']",Few Hours Ago
Mainframe Developer,4-7 Yrs,Capgemini,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['Mainframe', 'technical', 'vsam', 'cobol', 'client', 'technical design', 'planning', 'dbms']",3 Days Ago
Senior Mainframe PL/I Developer,6-10 Yrs,Danske Bank,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['analytics', 'analytical skills', 'core banking', 'dbms', 'mainframes', 'troubleshooting', 'sql', 'analytical']",1 Day Ago
Senior Mainframe PL/I Developer,5-8 Yrs,Danske IT Support Services India Pvt Ltd.,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['analytics', 'troubleshooting', 'senior', 'dbms', 'core', 'mainframes', 'coding', 'jcl']",1 Day Ago
Mainframe Developer,3-8 Yrs,Black And White Business Solutions,07/04/2023,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['DB2', 'cobol', 'dbms', 'mainframes', 'jcl', 'mainframe production support', 'development']",2 Days Ago
YASH Technologies is Hiring - Mainframe Developer // Pune,3-8 Yrs,Yash Technologies,07/04/2023,Not disclosed,Pune,"['Cobol', 'Mainframes', 'mainframe production support', 'dc', 'development', 'ims dc', 'db', 'jcl']",2 Days Ago
Mainframe Developer,8-10 Yrs,Luxoft,07/04/2023,Not disclosed,Permanent Remote,"['analytics', 'control-m', 'syncsort', 'mainframe production support', 'development', 'mainframes', 'jcl', 'computer science']",1 Day Ago
Mainframe Developer - COBOL/JCL,3-8 Yrs,Artech Infosystem,07/04/2023,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['COBOL', 'unix', 'javascript', 'jira', 'mainframe production support', 'mainframes', 'jcl', 'servlets']",10 Days Ago
Mainframe Developer,2-4 Yrs,Essenware Private Limted,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['data analysis', 'development life cycle', 'end', 'procedures', 'stored procedures', 'front end', 'front', 'analysis']",7 Days Ago
Mainframe Developer,5-8 Yrs,Digital Mapout Solutions,07/04/2023,5-10 Lacs PA,"Hyderabad/Secunderabad, Chennai","['Mainframes', 'cobol', 'etl', 'ims', 'dbms', 'rexx', 'sql', 'syncsort']",4 Days Ago
Mainframe Technical Lead,6-8 Yrs,A TCS Client (large US Healthcare Organization),07/04/2023,Not disclosed,Pune,"['mainframes', 'technical', 'changeman', 'cobol', 'dbms', 'rexx', 'jcl', 'sas']",4 Days Ago
"Immediate requirement - Mainframe Developer DB2
",4-6 Yrs,Sopra Steria,07/04/2023,4-7 Lacs PA,Hybrid - Chennai,"['DB2', 'mainframes', 'requirements', 'jcl', 'vsam', 'cobol', 'dbms', 'development']",8 Days Ago
Immediate hiring - Mainframe DB2 Developer,2-4 Yrs,Sopra Steria,07/04/2023,1-6 Lacs PA,Hybrid - Chennai,"['DB2', 'Cobol', 'mainframes', 'jcl', 'hiring', 'vsam', 'mainframe db2', 'dbms']",8 Days Ago
Senior Mainframe Developer - Only Female Candidates,3-8 Yrs,BNY Mellon,07/04/2023,Not disclosed,"Hybrid - Pune, Chennai","['cobol', 'Cics', 'Mainframe', 'senior', 'mainframes', 'jcl', 'vsam', 'dbms']",13 Days Ago
Middleware Administrator,9-14 Yrs,Oracle,07/04/2023,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","['Weblogic Administration', 'Middleware Administration', 'Fusion Middleware Administration', 'middleware', 'weblogic', 'middleware technologies', 'aws', 'fusion hcm']",2 Days Ago
Middleware Administrator,2-4 Yrs,Oracle,07/04/2023,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","['Weblogic Administration', 'Middleware Administration', 'fusion hcm', 'serv', 'fusion', 'oracle', 'middleware', 'middleware technologies']",1 Day Ago
Middleware Administrator,4-6 Yrs,Tata Consultancy Services (TCS),07/04/2023,5-15 Lacs PA,Chennai,"['IBM', 'IBM websphere', 'IBMMQ', 'linux shell', 'apache tomcat', 'mq series', 'linux', 'administration']",4 Days Ago
Middleware Administrator,4-6 Yrs,Tata Consultancy Services (TCS),07/04/2023,Not disclosed,Chennai,"['middleware administration', 'websphere application server', 'application server', 'apache web server', 'websphere application', 'administration', 'server', 'ansible']",5 Days Ago
Middleware Administrator,6-9 Yrs,T Systems,07/04/2023,Not disclosed,Hybrid - Pune,"['Websphere Application Server', 'WAS Administration', 'apache tomcat', 'mq', 'middleware administration', 'server', 'administration', 'serv']",1 Day Ago
Middleware Administrator with Weblogic experience,2-4 Yrs,Oracle,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Weblogic Administration', 'Middleware Administration', 'administration', 'weblogic', 'middleware']",7 Days Ago
Oracle Fusion Middleware Administrator,5-6 Yrs,Essenware Private Limted,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['linux', 'application', 'oracle fusion', 'kintana', 'control', 'administration', 'performance tuning', 'oracle']",7 Days Ago
Middleware Administrator,5-10 Yrs,Disys India,07/04/2023,Not disclosed,Chennai,"['jboss', 'Weblogic', 'Apache Tomcat', 'Middleware', 'framework', 'wildfly', 'administration', 'apache']",2 Days Ago
Middleware admin,3-7 Yrs,Alp Consulting,07/04/2023,Not disclosed,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum","['apache tomcat', 'middleware', 'technical support', 'weblogic', 'issue resolution', 'issue', 'jboss', 'application']",8 Days Ago
Middleware Administrator,3-7 Yrs,Infosys,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Middleware', 'application', 'performance engineering', 'server', 'administration', 'engineering', 'agile', 'websphere application']",17 Days Ago
Middleware Administrator,6-9 Yrs,Capgemini,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Unix', 'Linux', 'Server administration', 'JBoss', 'Apache', 'administration', 'middleware', 'middleware administration']",30+ Days Ago
Middleware Administrator,10-18 Yrs,MRT Infotech,07/04/2023,10-20 Lacs PA,Bangalore/Bengaluru(Devanahalli),"['Websphere', 'Middleware Administration', 'middleware', 'jboss', 'apache tomcat', 'shell scripting', 'administration', 'apache']",28 Days Ago
Middleware Administrator,6-10 Yrs,Innova Solutions,07/04/2023,8-18 Lacs PA,Hybrid - Hyderabad/Secunderabad,"['Middleware Administration', 'middleware', 'weblogic', 'solaris', 'production', 'layer 2', 'administration', 'web technologies']",3 Days Ago
Middleware Weblogic/WCI Administrator,5-7 Yrs,Miratech,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['database administration', 'ssh', 'dbms', 'linux', 'linux administration', 'weblogic administration', 'rhel', 'automation']",9 Days Ago
Oracle Middleware Administrator,5-10 Yrs,Net Connect,07/04/2023,20-30 Lacs PA,"Navi Mumbai, Delhi / NCR","['performance tuning', 'oem', 'Weblogic Admin', 'oracle weblogic administrator', 'middleware administration', 'docker container', 'docker', 'weblogic']",9 Days Ago
Middleware OBIEE Admin,5-8 Yrs,VELOCITY TECH-SOL INDIA PVT. LTD,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['obiee', 'oracle bi apps', 'oracle', 'system', 'oracle bi', 'ssl', 'bi', 'administration']",9 Days Ago
Middleware - Admin - F5,5-8 Yrs,Cliqhr Recruitment Services,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Middleware', 'ltm', 'troubleshooting', 'f5', 'fiddler', 'application', 'security', 'wireshark']",8 Days Ago
Middleware Admin,3-6 Yrs,Fusion Plus Solutions,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['apache tomcat', 'middleware', 'websphere', 'administration', 'middleware administration', 'apache', 'Tomcat', 'Middleware Administrator']",15 Days Ago
Middleware MQ Admin,5-9 Yrs,Varite,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['unix', 'websphere', 'mq', 'webmethods', 'middleware', 'microsoft windows', 'administration', 'MQ Administrator']",30+ Days Ago
Middleware Administrator,3-7 Yrs,Diverse Lynx,07/04/2023,Not disclosed,Bengaluru,"['debugging', 'apache', 'weblogic', 'websphere', 'apache tomcat', 'middleware', 'administration', 'middleware administration']",30+ Days Ago
Mobile Application developer Ios / Android / swift,4-6 Yrs,Green Clover,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['backend', 'development', 'programming', 'program', 'ios', 'focus', 'mobile applications', 'android']",3 Days Ago
Hybrid Mobile Application Developer,5-10 Yrs,HCLTech,07/04/2023,Not disclosed,Noida,"['Java script', 'CSS', 'HTML', 'ios', 'development', 'mobile application development', 'javascript', 'hybrid mobile application development']",1 Day Ago
Mobile Application Developer(android/iOS),2-3 Yrs,Agarwal Fastners private limited,07/04/2023,Not disclosed,Hybrid - Mumbai (All Areas),"['Android Application Development', 'Ios Mobile Development', 'Mobile Application Development', 'ios', 'io', 'iphone', 'ios development', 'mobile applications']",1 Day Ago
Android Mobile Application Developer,4-6 Yrs,Apexon,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Bluetooth', 'TFLite', 'SDK', 'WiFi', 'Android', 'android application development', 'application', 'mobile applications']",3 Days Ago
Mobile Application Developer,0-5 Yrs,Divam Technologies,07/04/2023,Not disclosed,Jaipur,"['git', 'development', 'integration', 'mobile development', 'continuous integration', 'css', 'application', 'web technologies']",3 Days Ago
Mobile Application Developer,4-9 Yrs,Insightek Global Consulting,07/04/2023,5-15 Lacs PA,"Pune, Bangalore/Bengaluru","['sqlite', 'ios native', 'swift', 'development', 'mobile application development', 'application', 'ios', 'native']",1 Day Ago
Mobile Application Developer,3-8 Yrs,Hutch Systems Inc,07/04/2023,3-8 Lacs PA,Permanent Remote,"['Java', 'Android Studio', 'android', 'application', 'swift ui', 'development', 'control', 'studio']",2 Days Ago
Mobile Application Developer,4-6 Yrs,Data Foundry,07/04/2023,13-16 Lacs PA,"Visakhapatnam, Hyderabad/Secunderabad, Bangalore/Bengaluru","['hybrid', 'Native Mobile Development', 'Native App', 'Flutter', 'mobile application development', 'Android']",2 Days Ago
Software Developer Mobile & Web Applications,2-4 Yrs,Siemens,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['software', 'planning', 'development', 'web application', 'software development', 'analytical', 'android', 'agile']",9 Days Ago
Application Developer: SAP NextGen UX & Mobile,12-14 Yrs,IBM,07/04/2023,Not disclosed,Kolkata,"['SAP', 'blackberry', 'javascript', 'application', 'ux', 'sybase', 'abap', 'application programming']",4 Days Ago
Sr. Mobile Application Developer,2-6 Yrs,Indian Financial Technology And Alliedservices,07/04/2023,Not disclosed,Mumbai,"['mobile application development', 'mobile applications', 'sr', 'mobile development', 'application', 'application development', 'ionic framework', 'development']",1 Day Ago
Sr. Mobile Application Developer,2-6 Yrs,Ford,07/04/2023,Not disclosed,Chennai,"['management', 'development', 'mobile applications', 'swift', 'technology', 'sr', 'mobile application development', 'mobile development']",10 Days Ago
Mobile Application Developer,1-2 Yrs,Fusion Engineering,07/04/2023,5.5-6 Lacs PA,Pune(Vishal Nagar),"['Algorithms', 'Data Structures', 'development', 'mobile application development', 'data', 'application', 'mobile applications', 'application development']",2 Days Ago
Application Developer: SAP NextGen UX & Mobile,12-13 Yrs,IBM,07/04/2023,Not disclosed,Kolkata,"['SAP', 'blackberry', 'javascript', 'application', 'ux', 'sybase', 'abap', 'application programming']",9 Days Ago
Flutter Developer / Mobile application development lead,5-10 Yrs,Concentrix,07/04/2023,Not disclosed,Delhi / NCR,"['mobile applications', 'Flutter', 'IOS', 'Kotlin', 'Android', 'development', 'jira', 'firebase']",8 Days Ago
Senior Mobile Application Developer,7-8 Yrs,Koch Industries,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['product management', 'application', 'software design', 'assurance', 'operations', 'development', 'management', 'quality assurance']",6 Days Ago
.NET Developer/Sr. Developer - Mobile Applications,5-10 Yrs,Star Union Dai ichi Life Insurance (SUD Life),07/04/2023,10-18 Lacs PA,Navi Mumbai,"['ASP.Net', 'api', 'development', 'team management', 'management', 'team', 'web api', 'javascript']",5 Days Ago
Mobile Application Developer -Android,3-7 Yrs,Finite HR Consulting Private Limited,07/04/2023,Not disclosed,Mumbai,"['development', 'integration', 'configuration', 'mobile development', 'mysql', 'android', 'application', 'c']",8 Days Ago
Hybrid Mobile Application Developer,5-10 Yrs,Star Union Dai ichi Life Insurance (SUD Life),07/04/2023,10-15 Lacs PA,Navi Mumbai,"['asp.net', 'javascript', 'development', 'mobile development', 'javascript frameworks', 'hybrid mobile application development', 'application', 'hybrid mobile']",5 Days Ago
